RCS calc time (s) supercell

6	10.52
7	16.30
8	20.79
9	26.99
10	32.15
11	37.62
12	44.91

RCS calc. time (s) no supercell

6	4.87
7	6.51
8	8.20
9	10.43
10	12.15
11	14.29
12	17.64

2D simulated annealing time (s) supercell
6	26.61
7	49.41
8	86.82
9	136.58
10	200.15
11	303.29
12	431.21

